Name,Average User Rating,User Rating Count,Price,In-app Purchases,Developer,Age Rating,Size,Genres,Original Release Date
Rune Guardian,,,0.0,"0.99, 3.99, 0.99",SPYR Apps,4+,157920256.0,"Games, Strategy, Puzzle",23/11/2015
Calculator for Galaxy Empire,,,0.0,0.99,Carli Wessels,4+,14393344.0,"Games, Strategy, Simulation, Utilities",21/07/2015
Cutthroat Pinochle Online,4.0,20.0,0.0,,GLOBE NETWORKING LLC,12+,72425472.0,"Games, Card, Strategy",21/07/2015
Monkey Run,,,0.0,,Liu ShunE,4+,57546752.0,"Games, Action, Strategy",23/07/2015
Attached,,,0.0,,Synzog Games Inc.,4+,1722368.0,"Games, Strategy",29/08/2015
Diamond Miner Tycoon,4.5,881.0,0.0,"0.99, 6.99, 1.99, 0.99, 0.99, 4.99, 4.99, 19.99, 0.99, 49.99",Romit Dodhia,4+,221092864.0,"Games, Role Playing, Entertainment, Strategy",12/08/2015
Last Hope TD,4.5,336.0,0.0,"0.99, 9.99, 3.99, 3.99, 1.99, 4.99, 4.99, 7.99, 2.99, 2.99",JE Software,12+,340408320.0,"Games, Strategy, Entertainment, Adventure",27/07/2015
Tank Battle: Blitzkrieg,3.5,27.0,2.99,"1.99, 1.99, 1.99, 1.99, 1.99, 1.99",HexWar Games Ltd,12+,318895104.0,"Games, Simulation, Entertainment, Strategy",16/07/2015
Tank Battle: Blitzkrieg,3.5,27.0,2.99,"1.99, 1.99, 1.99, 1.99, 1.99, 1.99",HexWar Games Ltd,12+,318895104.0,"Games, Simulation, Entertainment, Strategy",16/07/2015
Explosi\xf3n de Galletas,,,0.0,,Servicios Nutresa S.A.S.,4+,87468032.0,"Games, Entertainment, Puzzle, Strategy",17/07/2015
Nuts! The Battle of the Bulge,1.0,11.0,4.99,,HexWar Games Ltd,12+,266411008.0,"Games, Board, Strategy, Entertainment",5/11/2015
Find The Candy - kids game,,,0.0,,Aimee Taylor,4+,32350208.0,"Games, Puzzle, Strategy",10/07/2015
CODE HORIZON - Realtime strategy board game,,,0.0,,"Mira, Inc.",9+,210097152.0,"Games, Simulation, Strategy",9/03/2017
"Carlos, Rey Emperador",,,0.0,"0.99, 2.99, 0.99, 2.99",PADAONE GAMES SL.,4+,186128384.0,"Games, Strategy, Entertainment",24/10/2015
Sweet Bakery Treats Mania,,,0.0,,The Fly League LLC,4+,14516224.0,"Games, Entertainment, Casual, Strategy",13/07/2015
WinView: Watch \u2022 Predict \u2022 Win,4.0,349.0,0.0,,WinView Games Inc.,17+,12038144.0,"Sports, Strategy, Games, Sports",25/11/2015
Incredible 5,,,0.0,"0.99, 0.99",iBuRGeR Apps,4+,5485568.0,"Games, Strategy, Entertainment, Puzzle",10/10/2015
Strategery Cubie - Magic Brain Tinder Free Games for Everyone,,,0.0,,sathaporn khwannakorn,4+,13733888.0,"Games, Puzzle, Education, Strategy",6/08/2015
Baby Wild Wolf - Moonlight Jungle Flight Adventure - Full Version,,,0.0,,M&M App Services Pty Ltd,4+,64274432.0,"Games, Strategy, Entertainment",19/07/2015
Alliance Wars : Global Invasion,4.5,45.0,0.0,"19.99, 9.99, 99.99, 4.99, 29.99, 99.99, 49.99, 69.99, 0.99, 13.99",Mindstorm Studios,12+,522626048.0,"Games, Action, Strategy, Entertainment",15/07/2015
Unblock Slide Escape Master,,,0.0,"0.99, 0.99",The Fly League LLC,4+,17592320.0,"Games, Strategy, Puzzle, Entertainment",11/07/2015
Comic Battle,,,0.0,0.99,Bit Forest j.d.o.o.,12+,114566144.0,"Games, Action, Entertainment, Strategy",30/07/2015
QUACK: Lost Ducks,,,0.0,,Matt Lenton,4+,18800640.0,"Games, Entertainment, Adventure, Strategy",21/07/2015
1849: Gold Edition,4.5,15.0,5.99,,SomaSim,12+,78565376.0,"Games, Simulation, Strategy",31/07/2015
Let\u2019s do 4096,,,0.0,,Teleformar / IdeaFactory,4+,26601472.0,"Education, Games, Strategy, Board",13/07/2015
LarvaGame,,,0.0,,Thinh Pham,4+,28971008.0,"Games, Adventure, Entertainment, Strategy",25/07/2015
Rung Card Game Court Piece,,,0.0,,Syed Hassan,4+,83521536.0,"Games, Card, Entertainment, Strategy",14/07/2015
Bubble Jelly Match Master,,,0.0,,Robert Millender,4+,12517376.0,"Games, Puzzle, Entertainment, Strategy",4/07/2016
FlipPix Jigsaw - Camouflage,,,1.99,,GabySoft,4+,22953984.0,"Games, Puzzle, Entertainment, Strategy",14/07/2015
Nightmare Attack: TD,,,0.0,2.99,Appsinnovate,4+,253534208.0,"Games, Adventure, Strategy",26/10/2015
Dodge It! - Move Your Finger & Evade The Blades,5.0,10.0,0.0,0.99,Storm Edge Apps LLC,4+,25075712.0,"Games, Puzzle, Strategy",12/08/2015
Siegecraft Defender Zero,4.5,14.0,0.0,,Crescent Moon Games,9+,350908416.0,"Games, Strategy, Simulation, Entertainment",16/07/2015
Bio Domination,4.0,9.0,0.0,2.99,Toan Truong,4+,149651456.0,"Games, Strategy, Casual, Entertainment",22/07/2015
Bash Your Lord,4.5,7.0,0.0,"4.99, 4.99, 0.99, 14.99, 29.99, 49.99",TFJoy Limited,4+,242383872.0,"Games, Entertainment, Strategy, Card",26/11/2015
Fantasy War Tactics R,4.5,5362.0,0.0,"4.99, 99.99, 9.99, 49.99, 1.99, 29.99, 19.99, 2.99, 0.99, 69.99","VALOFE Co., LTD",9+,746600448.0,"Games, Strategy, Entertainment, Role Playing",5/11/2015
League Heroes,,,0.0,19.99,Alvin team,9+,62709760.0,"Games, Action, Strategy",20/07/2015
Insect Showdown - Dirty Line Feeding,,,0.0,2.99,Robin Dieperink,4+,25206784.0,"Games, Travel, Family, Strategy",24/07/2015
Baseball Vs Zombies Returns,4.5,7.0,0.0,"0.99, 5.99, 2.99, 0.99",AppOn,12+,66031616.0,"Games, Entertainment, Strategy, Casual",3/10/2015
Soda Pop Mania Match-3 - be a mars hero to beat hungry babies monsters,4.5,110.0,0.0,,rajib maity,4+,54816768.0,"Games, Entertainment, Strategy",18/09/2015
Rabbit Bean,,,0.99,,Xuanbin Wu,4+,6455296.0,"Games, Strategy, Trivia",14/07/2015
LogicCity for Schools,5.0,5.0,3.99,,Minds On Play LLC,4+,107643904.0,"Education, Strategy, Games",16/07/2015
Penguin Jewel Drop,,,0.0,,Haralambos Yokos,4+,67248128.0,"Games, Puzzle, Strategy",23/07/2015
Ice Cream Cone Maker Festival,4.5,36.0,0.0,0.99,Ryan Garner,4+,48992256.0,"Games, Strategy, Puzzle, Food & Drink",5/12/2015
Hidden Objects - Haunted Mystery Towns Object Time,4.5,75.0,0.0,1.99,Detention Apps,4+,92693504.0,"Games, Education, Strategy, Role Playing",16/07/2015
Fast Toy Balls Popper,,,0.0,2.99,"Netsummit Marketing, Inc.",4+,34480128.0,"Games, Strategy, Puzzle",2/08/2015
Tower Frenzy!,,,0.0,,FUNX,4+,96016384.0,"Games, Puzzle, Entertainment, Strategy",3/11/2015
Cannibal Showdown - Harvest and Feed your Tribe!,,,0.0,2.99,Serge Spijkstra,4+,20541440.0,"Games, Adventure, Entertainment, Strategy",15/10/2015
Fruit Slots : Play Las Vegas Casino Slot Machine Game,,,0.0,,Mithra Media,12+,14405632.0,"Games, Casino, Strategy",11/08/2015
Square Blast Lords for single player game pack +,,,0.0,0.99,Jianying Jia,4+,11293696.0,"Games, Sports, Strategy, Entertainment",18/07/2015
Mice Invasion,,,0.0,"0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.99, 3.99, 6.99, 0.99",Jakub Semrad,4+,209170432.0,"Games, Strategy, Action",13/09/2015
ZombWar,4.5,168.0,0.0,"4.99, 0.99, 0.99, 2.99, 0.99, 2.99, 1.99, 0.99, 0.99, 3.99",Deividas Colkevicius,12+,104742912.0,"Games, Entertainment, Strategy, Action",1/08/2015
Zombie Tower Defence Shooting : Winter is Coming,,,0.0,"0.99, 1.99, 2.99, 4.99, 9.99, 19.99",Kitiya Ruanpor,12+,55620608.0,"Games, Simulation, Entertainment, Strategy",31/07/2015
Reflective,,,0.0,,Dan Farcas,4+,12582912.0,"Games, Productivity, Strategy, Casual",23/09/2015
Logis Tycoon Evolution,4.5,12.0,0.0,"4.99, 9.99, 19.99, 10.99, 8.99, 10.99, 4.99, 9.99, 8.99, 35.99",Han Eol Park,4+,36438016.0,"Games, Simulation, Strategy",25/07/2015
Dead Ahead: Zombie Warfare,4.5,31686.0,0.0,"4.99, 29.99, 5.99, 29.99, 4.99, 9.99, 9.99, 15.99, 4.99, 2.99",ABE Entertainment Limited,12+,194427904.0,"Games, Adventure, Strategy, Entertainment",8/03/2017
PIXEL UP - Endless Arcade Game,,,0.0,1.99,elias sleiman,4+,94512128.0,"Games, Strategy, Casual, Entertainment",19/07/2015
Puck Slide!,5.0,9.0,0.0,,"Jumpbutton Studio, LLC",4+,68960256.0,"Games, Strategy, Casual, Entertainment",18/04/2017
PicPairs - memory game with your own pictures!,,,0.0,,Steve Crook,4+,12027904.0,"Games, Photo & Video, Strategy, Puzzle",20/03/2017
DefCom TD,4.5,17.0,0.99,,Game Dev Team,9+,80318464.0,"Games, Action, Strategy",10/09/2015
Anna skating hotel restaurant,,,0.0,0.99,Wai Chin Ng,4+,40135680.0,"Games, Strategy, Entertainment, Simulation",22/07/2015
Hidden Objects The Herb Garden,,,0.0,"2.99, 0.99",mahesh aghera,4+,26480640.0,"Games, Puzzle, Strategy",16/07/2015
Tank SOLO,,,0.0,,Khoa Tran Anh,12+,5807104.0,"Games, Strategy, Entertainment, Action",21/07/2015
Hidden Crime Scene Investigations: Private Detectives Criminal Case Adventure,,,0.0,2.99,Faisal Mahmud,9+,118792192.0,"Games, Entertainment, Action, Strategy",17/07/2015
Criminal Hunt Secret Objects: Reveal Mystery Crimes Scene Across Town,,,0.0,2.99,Faisal Mahmud,4+,118816768.0,"Games, Strategy, Entertainment, Trivia",18/07/2015
Spectral - Light Puzzle,4.5,10.0,0.0,"0.99, 0.99",Max Palmer,4+,23486464.0,"Games, Entertainment, Puzzle, Strategy",10/09/2015
Hidden Objects Kingdom Conspiracy,,,0.0,"2.99, 0.99, 0.99, 0.99, 0.99, 0.99",Rohit Aghera,4+,26718208.0,"Games, Puzzle, Strategy",16/07/2015
Space Grunts,4.5,64.0,3.99,,Pascal Bestebroer,12+,68304896.0,"Games, Strategy, Role Playing",3/02/2016
Spike Jump Triple Shock,,,0.0,2.99,Amy Prizer,4+,10960896.0,"Games, Casual, Strategy",26/07/2015
4 in a row king,4.5,61.0,0.0,,MOBIRIX,4+,19936256.0,"Games, Entertainment, Board, Strategy",31/07/2015
Tic Tac Toe Watch 3 In A Row,,,0.99,,"If Then Dev, LLC",4+,2104320.0,"Games, Strategy, Board",21/07/2015
Duet - survive,,,0.0,0.99,Yi Su,4+,12255232.0,"Games, Action, Strategy",7/08/2015
Interstellar Hurricane Free-A puzzle game,,,0.0,,Dianhua Wu,9+,10226688.0,"Games, Entertainment, Trivia, Strategy",26/08/2015
Add Up Fast - Addition,4.0,5.0,0.0,"1.99, 1.99, 0.99",Arch Square,4+,12101632.0,"Entertainment, Strategy, Puzzle, Games",18/07/2015
Tree Tower Forge - Build The Perfect Fortress From Tree,,,0.0,,Binex Solutions,4+,24530944.0,"Games, Strategy, Casual, Entertainment",23/07/2015
Link--Link,,,0.0,,Liu ShunE,4+,57268224.0,"Games, Strategy, Puzzle",31/07/2015
Worm Invasion - Dirty Underground Monsters,,,0.0,2.99,Robin Dieperink,4+,21512192.0,"Games, Strategy, Family, Entertainment",30/07/2015
Impossible Snake Rush- Endless Maze Runner Arcade,,,0.0,"1.99, 3.99, 0.99, 1.99, 2.99, 3.99",Leigh Be,4+,16166912.0,"Games, Entertainment, Casual, Strategy",18/07/2015
Defense of Greece TD,4.0,16.0,0.0,"2.99, 0.99, 1.99, 4.99, 0.99, 4.99, 0.99, 1.99, 2.99",Sergey Gritsay,9+,88985600.0,"Games, Strategy",23/07/2015
Candy 2016 Match-3,4.5,66.0,0.0,,Don Perera,4+,55308288.0,"Games, Entertainment, Strategy",1/10/2015
Daffodil Mutator,,,0.0,,Zachary Helm,4+,25800704.0,"Games, Strategy, Simulation",15/08/2015
RPS Challenge rock paper scissors war against artificial intelligence,4.5,13.0,0.0,0.99,Jianying Jia,4+,10842112.0,"Games, Strategy, Education",24/07/2015
Braveland Pirate,4.5,41.0,2.99,,Tortuga Team,12+,557350912.0,"Games, Role Playing, Strategy",15/09/2015
128dot7 - Improve your mental arithmetic skills and agility!,,,0.99,,Milan Wittpohl,4+,15451136.0,"Games, Strategy, Education",9/10/2015
War among Empires,,,0.0,2.99,Sami Heikkinen,9+,151629824.0,"Games, Action, Strategy",5/08/2015
D\xe9j\xe0 Vu - Zoo,4.5,9.0,0.0,,GabySoft,4+,18247680.0,"Games, Puzzle, Strategy, Entertainment",23/07/2015
Game Studio Tycoon 2,4.0,116.0,3.99,,Ashley Sherwin,4+,190688256.0,"Games, Strategy, Entertainment, Simulation",8/08/2015
Crazy Dot Party: the kingdoms of dots ~ paradise of trivia game in blob.io version,3.5,157.0,0.0,1.99,Linh Nguyen,4+,26512384.0,"Games, Entertainment, Board, Strategy",25/07/2015
Calculator for Stormfall: Rise of Balur and Age of War,2.0,9.0,0.0,,Carli Wessels,4+,12787712.0,"Games, Simulation, Utilities, Strategy",21/07/2015
Revolving,,,0.0,"1.99, 2.99, 6.99, 12.99",Dan Farcas,4+,22718464.0,"Games, Puzzle, Strategy, Entertainment",29/07/2015
Tap Company: Startup in Miami,3.5,18.0,0.0,"9.99, 0.99, 4.99, 4.99, 2.99, 0.99, 1.99, 1.99, 0.99",POSSIBLE GAMES Kft.,12+,296827904.0,"Games, Simulation, Strategy",4/12/2015
Espionage - Send Spies on Conquest Missions! Build a Global Intelligence Organization in a Game of World Domination,4.0,101.0,0.0,"0.99, 4.99, 9.99, 0.99, 4.99, 19.99, 9.99, 19.99, 4.99",Alexander Winn,4+,43322368.0,"Games, Entertainment, Role Playing, Strategy",1/09/2015
Sonic Skate - The Skateboard Game for Skaters,,,0.0,"0.99, 1.99, 4.99, 9.99",Mukul Verma,4+,80673792.0,"Games, Adventure, Entertainment, Strategy",25/09/2015
Calculator for Total Domination,,,0.0,,Carli Wessels,4+,15171584.0,"Games, Strategy, Utilities, Simulation",21/07/2015
Raging Titan,4.0,16.0,0.0,"1.99, 0.99",Peter Schramm,9+,1177903104.0,"Games, Action, Strategy",5/01/2016
Zombie Gunship Survival,4.5,25563.0,0.0,"0.99, 4.99, 9.99, 4.99, 19.99, 4.99, 0.99, 4.99, 4.99, 9.99",Flaregames GmbH,12+,353225728.0,"Games, Entertainment, Strategy, Action",23/05/2017
4 In One Touch,,,0.0,1.99,Alex Codrington,4+,12402688.0,"Games, Entertainment, Casual, Strategy",29/07/2015
Real Truck Driving Simulator & Parking,,,0.0,,Musa CANDIR,4+,116293632.0,"Games, Strategy, Simulation, Sports",23/07/2015
BOOMZ Mobile,,,0.0,"0.99, 14.99, 49.99, 4.99, 9.99, 99.99, 4.99",Yee Ling Lee,9+,162195456.0,"Games, Adventure, Strategy",21/06/2019
Cups & Balls cool ball game online,4.5,106.0,0.0,0.99,Jianying Jia,4+,11833344.0,"Games, Simulation, Entertainment, Strategy",14/08/2015
Happy Memories,,,0.0,,MadeOfDinosaurs,4+,45633536.0,"Games, Lifestyle, Family, Strategy",12/08/2015
PeaceMaker: Israeli Palestinian Conflict,4.5,11.0,0.0,,ImpactGames,17+,382626816.0,"Games, Simulation, Strategy, News",16/12/2015
Stay On The Zag Line,,,0.0,2.99,Amy Prizer,4+,40738816.0,"Games, Family, Strategy",8/08/2015
Super Birds Adventures - Birdy Crossing Block,,,0.0,,Wichawa Moungkoom,4+,18067456.0,"Games, Adventure, Entertainment, Strategy",13/08/2015
Puzzle Jigsaw Board- Free Packs for the Family,,,0.0,,Binex Solutions,4+,125550592.0,"Games, Strategy, Puzzle, Entertainment",5/09/2015
Kitchen Fever Mastercook,3.5,66.0,0.0,"3.99, 1.99, 3.99, 6.99, 4.99, 2.99",Muhammad Salman,4+,147008512.0,"Games, Entertainment, Casual, Strategy",5/08/2015
Slots GoldenHoYeah-CasinoSlots,4.5,17634.0,0.0,"1.99, 9.99, 19.99, 0.99, 5.99, 1.99, 9.99, 5.99, 19.99, 99.99","International Games System Co., Ltd.",17+,250464256.0,"Games, Casual, Entertainment, Strategy",17/10/2015
Many fine deals!,,,0.0,"0.99, 1.99, 2.99, 3.99, 4.99",ICANDY GAMES LTD,4+,79204352.0,"Games, Role Playing, Strategy, Entertainment",19/01/2016
Mr-Run,,,0.0,,bo ding,4+,73515008.0,"Games, Trivia, Strategy",24/07/2015
BrickWars,,,0.0,,Kazuki Ohta,4+,25773056.0,"Games, Board, Strategy, Entertainment",23/07/2015
Defense Zone 3 HD,4.5,619.0,0.0,"1.99, 4.99, 9.99, 2.99, 24.99, 99.99",Artem Kotov,12+,309653504.0,"Games, Action, Strategy",6/12/2016
Deus Ex GO,4.5,1678.0,4.99,"1.99, 3.99, 7.99, 1.99, 4.99, 1.99, 0.99, 0.99, 4.99, 14.99",SQUARE ENIX INC,12+,301735936.0,"Games, Strategy, Puzzle",18/08/2016
TacTickle,4.5,8.0,0.0,,Dylan Hawley,4+,24571904.0,"Games, Strategy, Board",23/07/2015
Criminal Miami - Hidden Object,3.5,25.0,0.0,"0.99, 0.99, 3.99, 0.99, 1.99, 1.99, 4.99, 24.99",Barbara Ncgee,12+,560076800.0,"Games, Entertainment, Strategy, Puzzle",27/07/2015
Criminal Wars - The Case,3.5,21.0,0.0,"0.99, 0.99, 3.99, 1.99, 1.99, 0.99",Barbara Ncgee,17+,560052224.0,"Games, Puzzle, Entertainment, Strategy",27/07/2015
Halma online,,,0.0,1.99,Moonlight Apps Ltd,4+,49075200.0,"Games, Board, Entertainment, Strategy",15/10/2015
Asymmetric,5.0,5.0,2.99,,Klemens Strasser,4+,75215872.0,"Games, Strategy, Puzzle",16/11/2016
Plane Wars Plus,,,0.0,1.99,Vladyslav Vikulov,9+,51613696.0,"Games, Strategy, Puzzle",31/07/2015
Dextroid - Hektisches Ausweichen im All,,,0.99,,WebLantis,4+,39124992.0,"Games, Strategy, Casual, Entertainment",24/07/2015
BOOM - Explosive Puzzle Game,,,0.99,,Emrah Kavak,4+,40595456.0,"Games, Puzzle, Strategy",27/07/2015
5 Nights in Asylum - Horror Game,,,0.99,,Henry Sorren,12+,85217280.0,"Games, Action, Entertainment, Strategy",26/07/2015
Fire-Ball Proshot Defender Arcade Free Games for Kids,5.0,5.0,0.0,1.99,Greg Garrison,4+,34582528.0,"Games, Casual, Entertainment, Strategy",8/08/2015
Dawn of Rebels,,,0.0,24.99,Madison Doyle,4+,65646592.0,"Games, Strategy, Puzzle",20/08/2015
YuddhBhoomi: the epic war land,,,0.0,"9.99, 19.99, 4.99","Octro, Inc.",9+,252769280.0,"Games, Strategy, Role Playing",12/09/2016
Hanga Heroes - Stack Up Blocks,,,0.0,,Playkaboo Limited,4+,243256320.0,"Games, Puzzle, Strategy",29/12/2015
Supper Sonic Bee Runner,,,0.0,"0.99, 1.99, 2.99, 3.99, 4.99, 5.99, 0.99",Vivek Narayan,4+,53764096.0,"Games, Entertainment, Strategy, Action",28/07/2015
Robo Schlange - Der Letzte Kampf Im Weltall,,,0.99,,WebLantis,4+,40886272.0,"Games, Strategy, Entertainment, Casual",25/07/2015
Take Off Tiles,,,0.0,,Fernando Gonzalez Frias,4+,15945728.0,"Games, Strategy, Puzzle, Entertainment",28/07/2015
Codex of Victory,3.5,38.0,3.99,,AKPublish,9+,1142192128.0,"Games, Entertainment, Strategy, Adventure",14/06/2017
Mahjong Challenge Tile Matches,4.0,60.0,0.0,"3.99, 13.99, 1.99, 0.99, 4.99, 2.99, 21.99, 27.99, 12.99, 10.99",LazyLand LTD,4+,91047936.0,"Games, Entertainment, Strategy, Board",29/07/2015
Zombination,4.5,15.0,0.0,"0.99, 0.99, 5.99",Lazy Boy Developments,4+,40018944.0,"Games, Strategy, Casual",9/12/2015
2048 For Money,3.0,146.0,0.0,"0.99, 4.99, 19.99, 9.99, 99.99, 49.99",GT Holdings Limited,17+,197151744.0,"Games, Strategy, Puzzle",27/09/2015
Real Estate Mogul,3.5,695.0,0.0,"1.99, 0.99, 4.99, 9.99, 19.99, 14.99",Roving Squid,4+,95095808.0,"Games, Strategy, Simulation",25/07/2015
Tugtics,,,2.99,,STUDIO ANASTROPHE,4+,41350144.0,"Games, Strategy, Entertainment, Puzzle",26/10/2015
OMG Demons,,,0.0,"0.99, 1.99, 2.99",Benjamin Lochmann,9+,203371520.0,"Games, Strategy, Entertainment, Action",16/11/2015
Mighty Ninja Mouse Cheese Revenge,,,0.0,2.99,Amy Prizer,4+,9814016.0,"Games, Strategy, Family",2/08/2015
"""Zombies Drop - Join The Shooter Mania And Make 'Em Disappear Like Stupid Bubbles""",,,0.0,"0.99, 1.99, 2.99, 2.99",Haziel Joy Lorenzo,4+,81620992.0,"Games, Strategy, Entertainment, Family",14/09/2015
Male/Female - The Odd 1 Out ChickOrDude Gender Finder,,,0.0,2.99,Christy Love Margarico,4+,35606528.0,"Games, Family, Strategy, Entertainment",2/09/2015
Shelter Free,,,0.0,1.99,Christopher Roberts,12+,132685824.0,"Games, Strategy, Board",19/08/2015
Logrus - Tower Defense,,,0.0,,Adrien Crovetto,9+,47075328.0,"Games, Action, Strategy",6/08/2015
Castles In The Sky - Swing n Fly Through The Clouds,,,0.0,"2.99, 6.99, 2.99, 2.99, 2.99, 1.99","Revolution Games, Inc.",4+,49590272.0,"Games, Role Playing, Entertainment, Strategy",15/08/2015
Coin Box Breaker,,,0.0,,8 Elements Asia Pacific Limited,4+,18046976.0,"Games, Strategy, Casual",2/09/2015
Chinese Chess - Play Xiangqi Online,4.0,51.0,0.0,"1.99, 9.99, 19.99, 59.99, 4.99",Dong Truong Quang,4+,28119040.0,"Games, Strategy, Board",16/09/2015
Might and Glory: Kingdom War,4.5,350.0,0.0,"0.99, 2.99, 9.99, 19.99, 4.99, 99.99, 49.99",MY COM,9+,102755328.0,"Games, Action, Entertainment, Strategy",13/10/2015
Animal Stack,,,0.0,,KECHAP FREE GAMES LIMITED,4+,43057152.0,"Games, Action, Strategy",7/08/2015
"""Box Stacker - Stack 'Em As High As You Can!""",,,0.0,,Bram Smit,4+,15122432.0,"Games, Family, Strategy, Entertainment",31/07/2015
Bump Highway - Hyper Triple Hitting,,,0.0,"2.99, 2.99",Yosif Genchev,4+,29638656.0,"Games, Entertainment, Family, Strategy",1/10/2015
SPL-T,4.0,154.0,2.99,,Simogo AB,4+,110121984.0,"Games, Strategy, Puzzle",23/09/2015
Have a Ball,,,0.0,"0.99, 1.99, 3.99",RezeptApp UG (haftungsbeschrankt),4+,32053248.0,"Games, Strategy, Entertainment, Puzzle",20/09/2015
"""What's My WatchWord?""",,,0.99,,Michael Keilman,4+,35585024.0,"Games, Word, Strategy",6/06/2016
Ice Block Dash - Mr. Fish Get All The Starfishes,,,0.99,,WebLantis,4+,29253632.0,"Games, Entertainment, Casual, Strategy",29/07/2015
Haunted House Hidden Objects for Kids and Adults,,,0.0,,Kulsum Dodhiya,9+,28094464.0,"Games, Entertainment, Strategy, Puzzle",8/08/2015
Mystery World Hidden Objects,,,0.0,0.99,Kulsum Dodhiya,4+,24305664.0,"Games, Strategy, Entertainment, Puzzle",20/09/2015
Jelly Jump :The Impossible Game,,,0.0,,Olaf Buhler,4+,54687744.0,"Games, Strategy, Adventure",31/07/2015
Zombie Anarchy,4.5,2941.0,0.0,"4.99, 19.99, 3.99, 9.99, 4.99, 9.99, 0.99, 1.99, 19.99, 2.99",Gameloft,17+,266844160.0,"Games, Action, Strategy, Entertainment",26/10/2016
MonstroCity: Rampage,4.5,1330.0,0.0,"4.99, 9.99, 3.99, 4.99, 19.99, 9.99, 99.99, 9.99, 9.99, 4.99",Alpha Dog Games,9+,269854720.0,"Games, Entertainment, Action, Strategy",21/02/2017
Block Bounce - Avoid The Red Blocks,,,0.99,,WebLantis,4+,26775552.0,"Games, Casual, Strategy",29/07/2015
Defend Your Turf: Arcade Street Fight,5.0,47.0,0.0,2.99,Stephen Folkes,12+,23917568.0,"Games, Action, Strategy",4/09/2016
Limitless Earth,4.0,6.0,0.0,,Utopioneer Games,4+,128548864.0,"Games, Entertainment, Strategy, Simulation",31/07/2015
Hidden Objects Grandma`s Gifts,,,0.0,"2.99, 0.99",Rohit Aghera,4+,26202112.0,"Games, Strategy, Puzzle",31/07/2015
Wizard fireball defense,,,0.0,0.99,GameOn Production Co. ltd,9+,389742592.0,"Games, Strategy, Casual",15/01/2016
Evolution Planet,4.5,7.0,0.0,"0.99, 1.99, 3.99, 49.99, 19.99, 7.99, 5.99, 3.99",Zed Worldwide,12+,302746624.0,"Games, Puzzle, Strategy, Entertainment",16/09/2015
Hexagon Mix Game Reloaded,,,0.99,,WebLantis,4+,43278336.0,"Games, Trivia, Strategy, Entertainment",29/07/2015
Watch Flood It Infinite,,,0.0,,Igor Shtygashev,4+,1523712.0,"Games, Entertainment, Puzzle, Strategy",10/08/2015
Box The Colored Balls,,,0.99,,WebLantis,4+,33333248.0,"Games, Entertainment, Strategy, Trivia",29/07/2015
WarStorm: Clash of Heroes,4.5,407.0,0.0,"4.99, 0.99, 19.99, 9.99, 99.99, 19.99, 4.99, 4.99, 0.99, 49.99",Sphinx Entertainment HongKong Limited,9+,135141376.0,"Games, Role Playing, Strategy",28/09/2016
"""Chomp'd - Survival Game""",4.5,23.0,0.0,0.99,Adan Ramirez,4+,40333312.0,"Games, Strategy, Action",6/12/2015
Galaxy Tycoon - Epic Big Space Oil Battle Frontier,4.5,776.0,0.0,"0.99, 0.99, 0.99, 1.99, 6.99, 4.99, 0.99, 12.99, 19.99",Romit Dodhia,4+,172079104.0,"Games, Entertainment, Role Playing, Strategy",12/09/2016
Cloud Wars,3.5,15.0,0.0,"0.99, 4.99, 99.99",Yoeri Staal,9+,31218688.0,"Games, Strategy, Action",14/03/2016
Planet Shooter : Galactic Fever,5.0,23.0,0.0,1.99,ARAPPDEV,4+,41322496.0,"Games, Puzzle, Strategy",6/08/2015
Yatzy for iPad,4.5,151.0,1.99,,Scott Slocum,4+,19046400.0,"Games, Entertainment, Strategy",6/08/2015
Touch Tag,,,0.0,,Tech Star,4+,16302080.0,"Games, Entertainment, Casual, Strategy",15/08/2015
Brave Cross,3.5,692.0,0.0,"0.99, 4.99, 8.99, 2.99, 9.99, 19.99, 99.99, 29.99, 49.99",Seasun Corp Ltd,9+,226521088.0,"Games, Role Playing, Strategy",12/10/2015
Board Game 9,,,0.0,0.99,White Office LLC,4+,81687552.0,"Games, Strategy, Board",1/11/2016
Block Sprung - Achte Auf Rote Blocks,,,0.99,,WebLantis,4+,26886144.0,"Games, Casual, Strategy, Entertainment",29/07/2015
Eisblock Welt - Herr Fisch f\xe4ngt die Seesterne,,,0.99,,WebLantis,4+,29327360.0,"Games, Strategy, Entertainment, Family",29/07/2015
5 Nights in Asylum - FREE Horror Game,3.0,49.0,0.0,,Henry Sorren,12+,86024192.0,"Games, Strategy, Adventure, Entertainment",3/08/2015
Pet Feed Fun - 3 match fruit juice puzzle game,4.0,10.0,0.0,"3.99, 0.99, 4.99, 1.99, 4.99, 2.99, 2.99, 1.99, 14.99, 4.99",running wa,4+,34791424.0,"Games, Puzzle, Strategy",4/08/2015
Tales of a Viking: Episode One,4.0,9.0,0.99,,Dmitry Sadovnikov,9+,58818560.0,"Games, Role Playing, Strategy",13/11/2015
Universe Pandemic 2,4.5,139.0,0.0,"3.99, 0.99, 0.0, 2.99, 3.99, 2.99, 2.99, 1.99, 2.99, 0.99",Polydelic AS,9+,116036608.0,"Games, Strategy, Puzzle, Travel",26/08/2015
